Claim Number;date_of_loss;dayofweek;isweekend;month;season;Notifier;Loss_code;Loss_description;Notification_period;Inception_to_loss;Location_of_incident;Weather_conditions;Vehicle_mobile;Time_hour;Main_driver;Vechile_registration_present;Incident_details_present;Injury_details_present;TP_type_insd_pass_back;TP_type_insd_pass_front;TP_type_driver;TP_type_pass_back;TP_type_pass_front;TP_type_bike;TP_type_cyclist;TP_type_pass_multi;TP_type_pedestrian;TP_type_other;TP_type_nk;TP_injury_whiplash;TP_injury_traumatic;TP_injury_fatality;TP_injury_unclear;TP_injury_nk;TP_region_eastang;TP_region_eastmid;TP_region_london;TP_region_north;TP_region_northw;TP_region_outerldn;TP_region_scotland;TP_region_southe;TP_region_southw;TP_region_wales;TP_region_westmid;TP_region_yorkshire;sum_TP;Incurred;Capped Incurred
2452;2010-04-08;4;0;4;2;3;LD003;Head on collision;0;33;7;1;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10599;15418.130506745088
2453;2010-04-08;4;0;4;2;3;LD003;Head on collision;1;122;4;1;1;20;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4336;6308.0931021184015
2454;2010-04-09;5;0;4;2;3;LD003;Head on collision;0;64;4;1;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;724;1054.191000859136
2455;2010-04-13;2;0;4;2;3;LD003;Head on collision;0;178;1;1;1;17;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;16154;23498.32913308698
2456;2010-04-14;3;0;4;2;3;LD003;Head on collision;12;84;4;1;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2457;2010-04-15;4;0;4;2;3;LD003;Head on collision;0;31;4;1;1;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2458;2010-04-16;5;0;4;2;3;LD003;Head on collision;5;31;7;1;1;17;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;16778;24404.96809204045
2459;2010-04-16;5;0;4;2;3;LD003;Head on collision;1;236;1;1;0;22;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;22239;32349.31474518528
2460;2010-04-17;6;1;4;2;3;LD003;Head on collision;2;16;4;1;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;626;911.1031804679681
2461;2010-04-17;6;1;4;2;0;LD003;Head on collision;1;184;7;1;1;17;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;41804;60806.547682959885
2462;2010-04-17;6;1;4;2;3;LD003;Head on collision;4;179;4;1;0;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4577;6658.291180355072
2463;2010-04-21;3;0;4;2;3;LD003;Head on collision;0;62;5;1;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3748;5451.872341596417
2464;2010-04-22;4;0;4;2;0;LD003;Head on collision;21;277;7;1;1;17;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1916;2787.2398761927684
2465;2010-04-23;5;0;4;2;3;LD003;Head on collision;2;269;7;1;0;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2466;2010-04-23;5;0;4;2;2;LD003;Head on collision;1;98;1;1;1;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;27.716256796160003
2467;2010-04-24;6;1;4;2;4;LD003;Head on collision;3;305;4;1;2;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;755;1099.214050066944
2468;2010-04-25;7;1;4;2;2;LD003;Head on collision;1;287;4;1;0;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;104;152.46056982681603
2469;2010-04-25;7;1;4;2;3;LD003;Head on collision;1;206;7;1;1;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2470;2010-04-25;7;1;4;2;3;LD003;Head on collision;1;55;4;2;0;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8494;12355.16676905037
2471;2010-04-26;1;0;4;2;3;LD003;Head on collision;0;203;4;1;0;15;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;27730;40335.891664410374
2472;2010-04-28;3;0;4;2;3;LD003;Head on collision;6;68;2;1;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1963;2856.7209352145924
2473;2010-04-29;4;0;4;2;2;LD003;Head on collision;0;13;4;1;0;17;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2276;3311.161759431936
2474;2010-04-29;4;0;4;2;3;LD003;Head on collision;1;255;4;2;0;15;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;10684;15541.965049514498
2475;2010-04-30;5;0;4;2;3;LD003;Head on collision;0;254;4;1;1;10;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;6132;8920.233939192833
2476;2010-04-30;5;0;4;2;3;LD003;Head on collision;1;211;4;1;0;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;4033;5866.791053069313
2477;2010-04-30;5;0;4;2;3;LD003;Head on collision;0;29;4;1;0;14;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;12445;18102.20666680192
2478;2010-05-01;6;1;5;2;3;LD003;Head on collision;31;45;7;2;0;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2479;2010-05-04;2;0;5;2;3;LD003;Head on collision;1;205;4;1;1;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;77;112.599937915392
2480;2010-05-04;2;0;5;2;3;LD003;Head on collision;0;330;7;1;0;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
2481;2010-05-05;3;0;5;2;3;LD003;Head on collision;0;308;4;1;0;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;14198;20652.546598455297
2482;2010-05-06;4;0;5;2;4;LD003;Head on collision;7;64;7;0;2;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2483;2010-05-06;4;0;5;2;3;LD003;Head on collision;0;42;4;2;0;9;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;7968;11590.790490018562
2484;2010-05-07;5;0;5;2;0;LD003;Head on collision;5;61;7;1;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2679;3897.5615864261126
2485;2010-05-08;6;1;5;2;4;LD003;Head on collision;81;39;6;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2486;2010-05-09;7;1;5;2;3;LD003;Head on collision;9;258;7;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2487;2010-05-11;2;0;5;2;3;LD003;Head on collision;1;35;7;2;0;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;8140;11841.210043789059
2488;2010-05-12;3;0;5;2;3;LD003;Head on collision;0;333;7;1;1;10;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;3;23154;33680.266322495234
2489;2010-05-12;3;0;5;2;3;LD003;Head on collision;1;51;7;1;1;14;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;352;512.0102400512001
2490;2010-05-13;4;0;5;2;3;LD003;Head on collision;0;62;2;1;0;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1634;2377.9913607667204
2491;2010-05-14;5;0;5;2;3;LD003;Head on collision;0;178;7;1;1;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;687;999.858674559488
2492;2010-05-16;7;1;5;2;3;LD003;Head on collision;1;213;7;1;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;85;124.82894282240001
2493;2010-05-17;1;0;5;2;3;LD003;Head on collision;0;79;4;1;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.0
2494;2010-05-17;1;0;5;2;3;LD003;Head on collision;0;23;7;1;1;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;35.417567844864
2495;2010-05-17;1;0;5;2;3;LD003;Head on collision;0;209;7;1;0;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12352;17967.58182558515
2496;2010-05-18;2;0;5;2;3;LD003;Head on collision;1;229;7;1;1;13;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6882;10011.471631387905
2497;2010-05-18;2;0;5;2;3;LD003;Head on collision;0;48;4;1;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2498;2010-05-18;2;0;5;2;3;LD003;Head on collision;0;291;4;1;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4356;6336.528712144385
2499;2010-05-20;4;0;5;2;0;LD003;Head on collision;1;48;4;1;1;18;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;30693;44645.49454939008
2500;2010-05-21;5;0;5;2;3;LD003;Head on collision;3;205;7;1;1;18;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1618;2353.744925432064
2501;2010-05-21;5;0;5;2;3;LD003;Head on collision;0;247;7;1;0;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;186;271.175010195712
2502;2010-05-21;5;0;5;2;3;LD003;Head on collision;2;165;4;1;1;20;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;14118;20536.32873694285
2503;2010-05-21;5;0;5;2;3;LD003;Head on collision;2;61;4;1;1;18;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;85;124.82894282240001
2504;2010-05-24;1;0;5;2;3;LD003;Head on collision;0;357;4;1;0;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2505;2010-05-25;2;0;5;2;3;LD003;Head on collision;7;223;4;1;1;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;35.417567844864
2506;2010-05-26;3;0;5;2;3;LD003;Head on collision;0;363;4;1;0;11;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;35205;51208.72531616871
2507;2010-05-26;3;0;5;2;3;LD003;Head on collision;1;51;7;1;0;8;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;47050;68438.10262581888
2508;2010-05-26;3;0;5;2;2;LD003;Head on collision;1;351;7;1;0;23;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;27.737414244096
2509;2010-05-27;4;0;5;2;3;LD003;Head on collision;0;255;4;1;1;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2510;2010-05-28;5;0;5;2;4;LD003;Head on collision;12;40;4;1;1;17;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2511;2010-05-28;5;0;5;2;3;LD003;Head on collision;0;364;4;1;1;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;194;283.255912967168
2512;2010-05-28;5;0;5;2;3;LD003;Head on collision;0;273;4;1;0;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2926;4257.19588644224
2513;2010-05-28;5;0;5;2;3;LD003;Head on collision;0;218;7;1;0;13;2;1;0;0;3;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;43936;63908.75848657588
2514;2010-05-29;6;1;5;2;4;LD003;Head on collision;23;82;8;0;2;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2515;2010-05-29;6;1;5;2;3;LD003;Head on collision;1;16;7;2;0;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;85;124.82894282240001
2516;2010-05-30;7;1;5;2;3;LD003;Head on collision;0;0;4;1;0;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;-449;-653.849771014144
2517;2010-05-30;7;1;5;2;3;LD003;Head on collision;1;152;7;1;0;23;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10695;15557.219569476352
2518;2010-06-01;2;0;6;1;4;LD003;Head on collision;3;9;7;1;2;9;2;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2;24785;36052.60864466304
2519;2010-06-01;2;0;6;1;2;LD003;Head on collision;0;35;4;2;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3919;5701.826431512321
2520;2010-06-01;2;0;6;1;3;LD003;Head on collision;0;265;4;2;0;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;17111;24889.833326389766
2521;2010-06-01;2;0;6;1;3;LD003;Head on collision;0;107;7;1;1;11;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6961;10125.31985873152
2522;2010-06-01;2;0;6;1;3;LD003;Head on collision;0;11;7;2;1;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2523;2010-06-01;2;0;6;1;3;LD003;Head on collision;1;232;4;2;1;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1298;1888.4714878714883
2524;2010-06-05;6;1;6;1;0;LD003;Head on collision;1;299;7;2;1;19;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3921;5703.603657138945
2525;2010-06-06;7;1;6;1;4;LD003;Head on collision;4;287;6;0;2;21;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2376;3456.6826863357446
2526;2010-06-06;7;1;6;1;3;LD003;Head on collision;6;90;5;0;2;14;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;2;106841;72728.0
2527;2010-06-06;7;1;6;1;3;LD003;Head on collision;1;223;4;2;0;21;2;1;0;0;1;0;1;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;6;58148;72728.0
2528;2010-06-06;7;1;6;1;3;LD003;Head on collision;1;275;4;1;0;19;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;31247;45451.36058382438
2529;2010-06-06;7;1;6;1;3;LD003;Head on collision;1;124;4;1;0;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2530;2010-06-07;1;0;6;1;2;LD003;Head on collision;0;171;4;2;1;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;271;394.26904228736004
2531;2010-06-07;1;0;6;1;3;LD003;Head on collision;0;76;4;2;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4823;7015.936680265217
2532;2010-06-08;2;0;6;1;3;LD003;Head on collision;6;220;4;1;1;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;8050;11709.33567080397
2533;2010-06-08;2;0;6;1;2;LD003;Head on collision;8;6;8;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2953;4295.850543821313
2534;2010-06-08;2;0;6;1;0;LD003;Head on collision;1;157;4;2;0;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1398;2034.0135722232321
2535;2010-06-08;2;0;6;1;3;LD003;Head on collision;0;7;4;2;0;17;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;10165;14786.221009240577
2536;2010-06-08;2;0;6;1;3;LD003;Head on collision;0;8;7;1;0;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6519;9482.471960644096
2537;2010-06-09;3;0;6;1;3;LD003;Head on collision;2;10;4;1;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3189;4639.701387677184
2538;2010-06-09;3;0;6;1;3;LD003;Head on collision;1;54;7;1;0;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;2;85;124.55389599923201
2539;2010-06-10;4;0;6;1;3;LD003;Head on collision;0;50;7;2;0;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3390;4931.526067058432
2540;2010-06-13;7;1;6;1;3;LD003;Head on collision;1;232;7;1;1;18;2;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1079;1570.3269432578563
2541;2010-06-15;2;0;6;1;3;LD003;Head on collision;0;265;4;1;1;15;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0
2542;2010-06-15;2;0;6;1;3;LD003;Head on collision;0;51;4;1;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3353;4877.6592046133765
2543;2010-06-17;4;0;6;1;3;LD003;Head on collision;0;246;4;1;1;17;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3013;4382.7653399424
2544;2010-06-18;5;0;6;1;3;LD003;Head on collision;0;280;4;2;0;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4171;6067.765651013377
2545;2010-06-18;5;0;6;1;3;LD003;Head on collision;0;15;1;1;1;15;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2546;2010-06-20;7;1;6;1;4;LD003;Head on collision;10;50;4;0;2;19;2;1;1;0;0;0;1;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;23709;34486.91518250317
2547;2010-06-22;2;0;6;1;2;LD003;Head on collision;14;190;4;1;1;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2548;2010-06-22;2;0;6;1;2;LD003;Head on collision;1;122;1;1;1;19;2;1;1;0;0;0;1;2;0;0;0;0;0;1;0;4;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;3;22627;32912.90684330445
2549;2010-06-23;3;0;6;1;3;LD003;Head on collision;1;141;4;1;0;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;-75;-109.55326541260801
2550;2010-06-23;3;0;6;1;3;LD003;Head on collision;0;319;4;1;0;17;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1064;1548.0693080291842
2551;2010-06-23;3;0;6;1;3;LD003;Head on collision;0;112;4;1;0;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2384;3468.3615975964162
2552;2010-06-24;4;0;6;1;3;LD003;Head on collision;0;79;4;1;1;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3679;5352.770855464192
2553;2010-06-24;4;0;6;1;3;LD003;Head on collision;0;335;4;1;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;828;1205.720642976768
2554;2010-06-25;5;0;6;1;3;LD003;Head on collision;1;118;4;1;0;17;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;85;124.55389599923201
2555;2010-06-25;5;0;6;1;2;LD003;Head on collision;14;98;4;0;1;15;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;553;804.427327974656
2556;2010-06-26;6;1;6;1;3;LD003;Head on collision;2;329;4;1;0;14;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1158;1685.0637834147842
2557;2010-06-27;7;1;6;1;3;LD003;Head on collision;1;234;4;1;0;16;1;1;1;0;0;0;1;2;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;22729;33061.77064698215
2558;2010-06-27;7;1;6;1;3;LD003;Head on collision;1;105;4;1;0;16;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;238;346.707099327232
2559;2010-06-28;1;0;6;1;4;LD003;Head on collision;2;11;7;0;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;8425;12254.986253073408
2560;2010-06-28;1;0;6;1;3;LD003;Head on collision;1;41;7;1;0;13;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;531;773.0296752376321
2561;2010-06-29;2;0;6;1;3;LD003;Head on collision;0;59;4;1;0;11;1;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;2;17632;25648.07394552013
2562;2010-07-01;4;0;7;1;3;LD003;Head on collision;0;50;7;1;0;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;85;124.109589592576
2563;2010-07-02;5;0;7;1;3;LD003;Head on collision;10;252;7;1;1;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2564;2010-07-04;7;1;7;1;3;LD003;Head on collision;0;53;7;1;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12102;17603.948767909125
2565;2010-07-04;7;1;7;1;3;LD003;Head on collision;1;60;7;1;1;17;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;750;1092.274407143936
2566;2010-07-06;2;0;7;1;3;LD003;Head on collision;0;277;4;1;1;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
